,lat,long,headings,segment_links
38.911705850000004_-77.0493653,38.911705850000004,-77.0493653,"[293.9725362654304, 113.97184294436624]","['38.9118968_-77.0499172', '38.9115149_-77.0488134']"
38.9079082_-77.04826055,38.9079082,-77.04826055,[90.01293704353799],['38.9079081_-77.0477198']
38.9079081_-77.0477198,38.9079081,-77.0477198,[90.01293704353799],['38.907908_-77.04717905']
38.907908_-77.04717905,38.907908,-77.04717905,[90.01293704353799],['38.9079079_-77.0466383']
38.9082397_-77.04879925,38.9082397,-77.04879925,[0.2757931723914453],['38.9085711_-77.0487972']
38.90811305_-77.0570841,38.90811305,-77.0570841,"[359.010880454412, 179.01086889786427]","['38.9085277_-77.0570933', '38.9076984_-77.0570749']"
38.907284149999995_-77.0570691,38.907284149999995,-77.0570691,"[179.37577061480374, 359.37577790032555]","['38.9068699_-77.0570633', '38.9076984_-77.0570749']"
38.9080987_-77.05815390000001,38.9080987,-77.05815390000001,"[359.081140924276, 179.0811302470379]","['38.9085111_-77.0581624', '38.9076863_-77.0581454']"
38.90727195_-77.05813615,38.90727195,-77.05813615,"[179.00476257431626, 359.0047741934605]","['38.9068576_-77.0581269', '38.9076863_-77.0581454']"
38.907692350000005_-77.05761015,38.907692350000005,-77.05761015,[89.16747373939654],['38.9076984_-77.0570749']
38.9037384_-77.04295935,38.9037384,-77.04295935,[90.10325026155215],['38.9037377_-77.0424617']
38.903191_-77.04345985,38.903191,-77.04345985,[180.23184859099172],['38.9026429_-77.0434627']
38.905168825_-77.04345205,38.905168825,-77.04345205,[180.15437135105842],['38.90469225_-77.0434537']
38.90469225_-77.0434537,38.90469225,-77.0434537,[180.15437135105842],['38.904215675_-77.04345535']
38.904215675_-77.04345535,38.904215675,-77.04345535,[180.15437135105842],['38.9037391_-77.043457']
38.905647933333334_-77.04391996666666,38.905647933333334,-77.04391996666666,[270.39766134867443],['38.905650466666664_-77.04438953333333']
38.905650466666664_-77.04438953333333,38.905650466666664,-77.04438953333333,[270.39766134867443],['38.905653_-77.0448591']
38.90685575_-77.0434489,38.90685575,-77.0434489,[180.10290382243556],['38.9064658_-77.0434498']
38.90724556666667_-77.04391663333334,38.90724556666667,-77.04391663333334,[269.97949279058207],['38.90724543333333_-77.04438526666667']
38.90724543333333_-77.04438526666667,38.90724543333333,-77.04438526666667,[269.97949279058207],['38.9072453_-77.0448539']
38.90865553333334_-77.04350023333333,38.90865553333334,-77.04350023333333,[176.8104442989753],['38.908280366666666_-77.04347336666667']
38.908280366666666_-77.04347336666667,38.908280366666666,-77.04347336666667,[176.8104442989753],['38.9079052_-77.0434465']
38.91187406666667_-77.04284286666666,38.91187406666667,-77.04284286666666,[89.80494878550076],['38.91187563333333_-77.04224973333334']
38.91187563333333_-77.04224973333334,38.91187563333333,-77.04224973333334,[89.80494878550076],['38.9118772_-77.0416566']
38.9122386_-77.04343399999999,38.9122386,-77.04343399999999,"[0.24355019397103206, 180.2435527064893]","['38.9126047_-77.043432', '38.9118725_-77.043436']"
38.912605166666665_-77.0439124,38.912605166666665,-77.0439124,[270.0719825959664],['38.912605633333335_-77.0443928']
38.912605633333335_-77.0443928,38.912605633333335,-77.0443928,[270.0719825959664],['38.9126061_-77.0448732']
38.9092017_-77.0509646,38.9092017,-77.0509646,"[58.31099684428415, 238.31148662747682]","['38.909389_-77.0505747', '38.9090144_-77.0513545']"
38.90860138181818_-77.05180413636364,38.90860138181818,-77.05180413636364,"[220.27154689677135, 40.26844053852824]","['38.90818836363636_-77.05225377272727', '38.9090144_-77.0513545']"
38.90818836363636_-77.05225377272727,38.90818836363636,-77.05225377272727,"[220.27154689677135, 40.26844053852824]","['38.907775345454546_-77.05270340909091', '38.90860138181818_-77.05180413636364']"
38.907775345454546_-77.05270340909091,38.907775345454546,-77.05270340909091,"[220.27154689677135, 40.26844053852824]","['38.90736232727273_-77.05315304545455', '38.90818836363636_-77.05225377272727']"
38.90736232727273_-77.05315304545455,38.90736232727273,-77.05315304545455,"[220.27154689677135, 40.26844053852824]","['38.90694930909091_-77.05360268181819', '38.907775345454546_-77.05270340909091']"
38.90694930909091_-77.05360268181819,38.90694930909091,-77.05360268181819,"[220.27154689677135, 40.26844053852824]","['38.90653629090909_-77.05405231818182', '38.90736232727273_-77.05315304545455']"
38.90653629090909_-77.05405231818182,38.90653629090909,-77.05405231818182,"[220.27154689677135, 40.26844053852824]","['38.90612327272727_-77.05450195454546', '38.90694930909091_-77.05360268181819']"
38.90612327272727_-77.05450195454546,38.90612327272727,-77.05450195454546,"[220.27154689677135, 40.26844053852824]","['38.905710254545454_-77.0549515909091', '38.90653629090909_-77.05405231818182']"
38.905710254545454_-77.0549515909091,38.905710254545454,-77.0549515909091,"[220.27154689677135, 40.26844053852824]","['38.90529723636364_-77.05540122727274', '38.90612327272727_-77.05450195454546']"
38.90529723636364_-77.05540122727274,38.90529723636364,-77.05540122727274,"[220.27154689677135, 40.26844053852824]","['38.90488421818182_-77.05585086363637', '38.905710254545454_-77.0549515909091']"
38.90488421818182_-77.05585086363637,38.90488421818182,-77.05585086363637,"[220.27154689677135, 40.26844053852824]","['38.9044712_-77.0563005', '38.90529723636364_-77.05540122727274']"
38.9093591_-77.05114645,38.9093591,-77.05114645,[266.1555301838501],['38.9093292_-77.0517182']
38.909796_-77.05064933333333,38.909796,-77.05064933333333,"[351.8793711637382, 171.87923053240627]","['38.910202999999996_-77.05072396666667', '38.909389_-77.0505747']"
38.910202999999996_-77.05072396666667,38.910202999999996,-77.05072396666667,"[351.8793711637382, 171.87923053240627]","['38.91061_-77.0507986', '38.909796_-77.05064933333333']"
38.911370266666665_-77.05155626666667,38.911370266666665,-77.05155626666667,"[142.2075127647247, 322.2082266173482]","['38.910990133333335_-77.05117743333332', '38.9117504_-77.0519351']"
38.910990133333335_-77.05117743333332,38.910990133333335,-77.05117743333332,"[142.2075127647247, 322.2082266173482]","['38.91061_-77.0507986', '38.911370266666665_-77.05155626666667']"
38.91223466666667_-77.05286736666666,38.91223466666667,-77.05286736666666,[123.72583566583614],['38.91199253333333_-77.05240123333333']
38.91199253333333_-77.05240123333333,38.91199253333333,-77.05240123333333,[123.72583566583614],['38.9117504_-77.0519351']
38.9122426_-77.04165585,38.9122426,-77.04165585,"[180.0915076979214, 0.09150675572743694]","['38.9118772_-77.0416566', '38.912608_-77.0416551']"
38.9126069_-77.0422474,38.9126069,-77.0422474,[269.86380578669946],['38.9126058_-77.0428397']
38.9126058_-77.0428397,38.9126058,-77.0428397,[269.86380578669946],['38.9126047_-77.043432']
38.912270899999996_-77.0479091,38.912270899999996,-77.0479091,"[218.53900330265907, 38.53856901373905]","['38.9119332_-77.0482548', '38.9126086_-77.0475634']"
38.9126082_-77.04817875,38.9126082,-77.04817875,[269.9525210730817],['38.9126078_-77.0487941']
38.9032758_-77.0396559,38.9032758,-77.0396559,[336.0894969065599],['38.9037362_-77.0399182']
38.907521900000006_-77.0421096,38.907521900000006,-77.0421096,[335.3546030537712],['38.9077909_-77.0422682']
38.901898875_-77.0482794,38.901898875,-77.0482794,"[114.29479177193451, 294.2961555069859]","['38.90170815_-77.0477365', '38.9020896_-77.0488223']"
38.90170815_-77.0477365,38.90170815,-77.0477365,"[114.29479177193451, 294.2961555069859]","['38.901517424999994_-77.0471936', '38.901898875_-77.0482794']"
38.901517424999994_-77.0471936,38.901517424999994,-77.0471936,"[114.29479177193451, 294.2961555069859]","['38.9013267_-77.0466507', '38.90170815_-77.0477365']"
38.905654766666665_-77.04881116666667,38.905654766666665,-77.04881116666667,[0.2082741125246912],['38.90604723333333_-77.04880933333332']
38.90604723333333_-77.04880933333332,38.90604723333333,-77.04880933333332,[0.2082741125246912],['38.9064397_-77.0488075']
38.90525945_-77.0494615,38.90525945,-77.0494615,[269.6768361551585],['38.9052566_-77.05011']
38.906245733333336_-77.0482078,38.906245733333336,-77.0482078,[112.5690673233172],['38.906051766666664_-77.04760809999999']
38.906051766666664_-77.04760809999999,38.906051766666664,-77.04760809999999,[112.5690673233172],['38.9058578_-77.0470084']
38.9068432_-77.04880545,38.9068432,-77.04880545,[0.22651745293359227],['38.9072467_-77.0488034']
38.9075775_-77.04880234999999,38.9075775,-77.04880234999999,[0.14151825948357555],['38.9079083_-77.0488013']
38.90724755_-77.04945219999999,38.90724755,-77.04945219999999,"[270.0968701688131, 90.09605519622221]","['38.9072484_-77.050101', '38.9072467_-77.0488034']"
38.90368286666667_-77.05267163333333,38.90368286666667,-77.05267163333333,[86.97320301380034],['38.90370883333333_-77.05204046666667']
38.90370883333333_-77.05204046666667,38.90370883333333,-77.05204046666667,[86.97320301380034],['38.9037348_-77.0514093']
38.904189233333334_-77.0533022,38.904189233333334,-77.0533022,"[0.05025430571384959, 180.0502554361562]","['38.904721566666666_-77.0533016', '38.9036569_-77.0533028']"
38.904721566666666_-77.0533016,38.904721566666666,-77.0533016,"[0.05025430571384959, 180.0502554361562]","['38.9052539_-77.053301', '38.904189233333334_-77.0533022']"
38.904002649999995_-77.05431965,38.904002649999995,-77.05431965,"[292.899425728658, 112.89889134848192]","['38.9041425_-77.0547451', '38.9038628_-77.0538942']"
38.899402099999996_-77.041145075,38.899402099999996,-77.041145075,"[114.07549152699494, 294.07690222166457]","['38.8992068_-77.04058345', '38.8995974_-77.0417067']"
38.8992068_-77.04058345,38.8992068,-77.04058345,"[114.07549152699494, 294.07690222166457]","['38.8990115_-77.040021825', '38.899402099999996_-77.041145075']"
38.8990115_-77.040021825,38.8990115,-77.040021825,"[114.07549152699494, 294.07690222166457]","['38.8988162_-77.0394602', '38.8992068_-77.04058345']"
38.899802699999995_-77.04229360000001,38.899802699999995,-77.04229360000001,"[294.2034468559439, 114.20234120359191]","['38.900008_-77.0428805', '38.8995974_-77.0417067']"
38.900008_-77.0428805,38.900008,-77.0428805,"[294.2034468559439, 114.20234120359191]","['38.9002133_-77.0434674', '38.899802699999995_-77.04229360000001']"
38.89991315_-77.04170415,38.89991315,-77.04170415,[0.3601037482621905],['38.9002289_-77.0417016']
38.9015658_-77.05283080000001,38.9015658,-77.05283080000001,"[271.5301785075244, 91.5295863186791]","['38.9015756_-77.0533023', '38.901556_-77.0523593']"
38.90609225_-77.05758635000001,38.90609225,-77.05758635000001,"[269.279000360744, 89.27832728425017]","['38.906087_-77.0581222', '38.9060975_-77.0570505']"
38.906483699999995_-77.05705689999999,38.906483699999995,-77.05705689999999,"[359.2611784619217, 179.26117042286558]","['38.9068699_-77.0570633', '38.9060975_-77.0570505']"
38.90686375_-77.0575951,38.90686375,-77.0575951,"[269.14891345635107, 89.14824545556684]","['38.9068576_-77.0581269', '38.9068699_-77.0570633']"
38.9085194_-77.05762785,38.9085194,-77.05762785,"[268.8572164052215, 88.85654492626662]","['38.9085111_-77.0581624', '38.9085277_-77.0570933']"
38.906063450000005_-77.04168945,38.906063450000005,-77.04168945,[0.20717806576840303],['38.9064831_-77.0416875']
38.905644333333335_-77.04227773333334,38.905644333333335,-77.04227773333334,[270.06752475073466],['38.90564486666666_-77.04286406666667']
38.90564486666666_-77.04286406666667,38.90564486666666,-77.04286406666667,[270.06752475073466],['38.9056454_-77.0434504']
38.9052554_-77.0507595,38.9052554,-77.0507595,[269.8643760137431],['38.9052542_-77.051409']
38.904750533333335_-77.0501112,38.904750533333335,-77.0501112,[180.10572753157203],['38.90424446666667_-77.0501124']
38.90424446666667_-77.0501124,38.90424446666667,-77.0501124,[180.10572753157203],['38.9037384_-77.0501136']
38.9052536_-77.05378383333334,38.9052536,-77.05378383333334,[269.95470777401846],['38.9052533_-77.05426666666666']
38.9052533_-77.05426666666666,38.9052533,-77.05426666666666,[269.95470777401846],['38.905253_-77.0547495']
38.906472300000004_-77.05812455,38.906472300000004,-77.05812455,"[359.72806720679995, 179.72806425496174]","['38.9068576_-77.0581269', '38.906087_-77.0581222']"
38.90725206_-77.04104554,38.90725206,-77.04104554,[90.10765916195021],['38.90725112_-77.04040857999999']
38.90725112_-77.04040857999999,38.90725112,-77.04040857999999,[90.10765916195021],['38.90725018_-77.03977162']
38.90725018_-77.03977162,38.90725018,-77.03977162,[90.10765916195021],['38.90724924_-77.03913465999999']
38.90724924_-77.03913465999999,38.90724924,-77.03913465999999,[90.10765916195021],['38.9072483_-77.0384977']
38.906750450000004_-77.05010325,38.906750450000004,-77.05010325,[180.20146554220673],['38.9062525_-77.0501055']
38.9062525_-77.0501055,38.9062525,-77.0501055,[180.20146554220673],['38.90575455_-77.05010775']
38.90575455_-77.05010775,38.90575455,-77.05010775,[180.20146554220673],['38.9052566_-77.05011']
38.90340485_-77.05016330000001,38.90340485,-77.05016330000001,[186.61423171430783],['38.9030713_-77.050213']
38.9037384_-77.0495531,38.9037384,-77.0495531,[89.99964799820509],['38.9037384_-77.0489926']
38.899018_-77.0534857,38.899018,-77.0534857,[304.01217471655985],['38.8991901_-77.0538134']
38.909652066666666_-77.0431569,38.909652066666666,-77.0431569,[292.8888132525475],['38.909811033333334_-77.04364079999999']
38.909811033333334_-77.04364079999999,38.909811033333334,-77.04364079999999,[292.8888132525475],['38.90997_-77.0441247']
38.9037366_-77.04127754999999,38.9037366,-77.04127754999999,[89.98208829954359],['38.9037367_-77.0408604']
38.90220045_-77.05910355,38.90220045,-77.05910355,"[179.4757165190606, 359.4757221082013]","['38.901822_-77.0590991', '38.9025789_-77.059108']"
38.8973603_-77.0495043,38.8973603,-77.0495043,[89.98813142675351],['38.8973604_-77.0488622']
38.901575550000004_-77.05366914999999,38.901575550000004,-77.05366914999999,"[269.99019581325047, 89.98973506102942]","['38.9015755_-77.054036', '38.9015756_-77.0533023']"
38.9019912_-77.05330175,38.9019912,-77.05330175,[0.05900790706277803],['38.9024068_-77.0533012']
38.89595204444444_-77.04558162222223,38.89595204444444,-77.04558162222223,[269.5504175033158],['38.895947988888885_-77.04624294444444']
38.895947988888885_-77.04624294444444,38.895947988888885,-77.04624294444444,[269.5504175033158],['38.895943933333335_-77.04690426666667']
38.895943933333335_-77.04690426666667,38.895943933333335,-77.04690426666667,[269.5504175033158],['38.89593987777778_-77.04756558888889']
38.89593987777778_-77.04756558888889,38.89593987777778,-77.04756558888889,[269.5504175033158],['38.89593582222222_-77.04822691111112']
38.89593582222222_-77.04822691111112,38.89593582222222,-77.04822691111112,[269.5504175033158],['38.89593176666666_-77.04888823333333']
38.89593176666666_-77.04888823333333,38.89593176666666,-77.04888823333333,[269.5504175033158],['38.89592771111111_-77.04954955555556']
38.89592771111111_-77.04954955555556,38.89592771111111,-77.04954955555556,[269.5504175033158],['38.895923655555556_-77.05021087777777']
38.895923655555556_-77.05021087777777,38.895923655555556,-77.05021087777777,[269.5504175033158],['38.8959196_-77.0508722']
38.896424466666666_-77.04491900000001,38.896424466666666,-77.04491900000001,[0.12376868429350907],['38.89689283333333_-77.0449177']
38.89689283333333_-77.0449177,38.89689283333333,-77.0449177,[0.12376868429350907],['38.8973612_-77.0449164']
38.8959789_-77.0455091,38.8959789,-77.0455091,[272.8488948737429],['38.8960017_-77.04609789999999']
38.8960017_-77.04609789999999,38.8960017,-77.04609789999999,[272.8488948737429],['38.8960245_-77.0466867']
38.90264773333333_-77.04729983333333,38.90264773333333,-77.04729983333333,[270.08370984220204],['38.90264846666667_-77.04794956666667']
38.90264846666667_-77.04794956666667,38.90264846666667,-77.04794956666667,[270.08370984220204],['38.9026492_-77.0485993']
38.910766249999995_-77.043955,38.910766249999995,-77.043955,[335.5073682596785],['38.9111415_-77.0441747']
38.9025836_-77.054012275,38.9025836,-77.054012275,[271.0207188927852],['38.9025924_-77.05464745']
38.9025924_-77.05464745,38.9025924,-77.05464745,[271.0207188927852],['38.9026012_-77.055282625']
38.9026012_-77.055282625,38.9026012,-77.055282625,[271.0207188927852],['38.90261_-77.0559178']
38.8989296_-77.05349285,38.8989296,-77.05349285,[124.77659907563907],['38.8987368_-77.0531361']
38.8983329_-77.05421596666666,38.8983329,-77.05421596666666,[207.05882428550797],['38.8978483_-77.05453403333334']
38.8978483_-77.05453403333334,38.8978483,-77.05453403333334,[207.05882428550797],['38.8973637_-77.0548521']
38.902400533333335_-77.04793156666666,38.902400533333335,-77.04793156666666,[90.17961360591573],['38.90239896666667_-77.04729153333334']
38.90239896666667_-77.04729153333334,38.90239896666667,-77.04729153333334,[90.17961360591573],['38.9023974_-77.0466515']
38.904311625_-77.055229075,38.904311625,-77.055229075,"[294.1831847579524, 114.18196896632509]","['38.904480750000005_-77.05571305000001', '38.9041425_-77.0547451']"
38.904480750000005_-77.05571305000001,38.904480750000005,-77.05571305000001,"[294.1831847579524, 114.18196896632509]","['38.904649875000004_-77.056197025', '38.904311625_-77.055229075']"
38.904649875000004_-77.056197025,38.904649875000004,-77.056197025,"[294.1831847579524, 114.18196896632509]","['38.904819_-77.056681', '38.904480750000005_-77.05571305000001']"
38.895824649999994_-77.0506266,38.895824649999994,-77.0506266,[89.91310658596149],['38.8958253_-77.0500737']
38.89601315_-77.05346697499999,38.89601315,-77.05346697499999,[20.904880597868782],['38.8964796_-77.05323805']
38.8964796_-77.05323805,38.8964796,-77.05323805,[20.904880597868782],['38.89694605_-77.053009125']
38.89694605_-77.053009125,38.89694605,-77.053009125,[20.904880597868782],['38.8974125_-77.0527802']
38.89784724285715_-77.05305958571428,38.89784724285715,-77.05305958571428,[333.42904180682626],['38.898281985714284_-77.05333897142857']
38.898281985714284_-77.05333897142857,38.898281985714284,-77.05333897142857,[333.42904180682626],['38.89871672857143_-77.05361835714285']
38.89871672857143_-77.05361835714285,38.89871672857143,-77.05361835714285,[333.42904180682626],['38.899151471428574_-77.05389774285715']
38.899151471428574_-77.05389774285715,38.899151471428574,-77.05389774285715,[333.42904180682626],['38.89958621428572_-77.05417712857142']
38.89958621428572_-77.05417712857142,38.89958621428572,-77.05417712857142,[333.42904180682626],['38.90002095714286_-77.05445651428572']
38.90002095714286_-77.05445651428572,38.90002095714286,-77.05445651428572,[333.42904180682626],['38.9004557_-77.0547359']
38.896483866666664_-77.05409060000001,38.896483866666664,-77.05409060000001,[193.52120251807108],['38.896016833333334_-77.0542349']
38.896016833333334_-77.0542349,38.896016833333334,-77.0542349,[193.52120251807108],['38.8955498_-77.0543792']
38.89755256666667_-77.0531993,38.89755256666667,-77.0531993,[201.47657176188025],['38.89718443333333_-77.0533854']
38.89718443333333_-77.0533854,38.89718443333333,-77.0533854,[201.47657176188025],['38.8968163_-77.0535715']
38.896568224999996_-77.05297350000001,38.896568224999996,-77.05297350000001,[118.05778451202752],['38.896320149999994_-77.05237550000001']
38.896320149999994_-77.05237550000001,38.896320149999994,-77.05237550000001,[118.05778451202752],['38.896072075_-77.0517775']
38.896072075_-77.0517775,38.896072075,-77.0517775,[118.05778451202752],['38.895824_-77.0511795']
38.89639413333333_-77.05384073333333,38.89639413333333,-77.05384073333333,[206.3975211493671],['38.895971966666664_-77.05410996666667']
38.895971966666664_-77.05410996666667,38.895971966666664,-77.05410996666667,[206.3975211493671],['38.8955498_-77.0543792']
38.89607863333333_-77.05154013333333,38.89607863333333,-77.05154013333333,[287.0108574757952],['38.896237666666664_-77.05220806666667']
38.896237666666664_-77.05220806666667,38.896237666666664,-77.05220806666667,[287.0108574757952],['38.8963967_-77.052876']
38.895737733333334_-77.05145151666667,38.895737733333334,-77.05145151666667,[248.03388398139384],['38.89555586666667_-77.05203083333333']
38.89555586666667_-77.05203083333333,38.89555586666667,-77.05203083333333,[248.03388398139384],['38.895374000000004_-77.05261014999999']
38.895374000000004_-77.05261014999999,38.895374000000004,-77.05261014999999,[248.03388398139384],['38.89519213333333_-77.05318946666667']
38.89519213333333_-77.05318946666667,38.89519213333333,-77.05318946666667,[248.03388398139384],['38.89501026666667_-77.05376878333334']
38.89501026666667_-77.05376878333334,38.89501026666667,-77.05376878333334,[248.03388398139384],['38.8948284_-77.0543481']
38.8969046_-77.0528281,38.8969046,-77.0528281,[4.197908421353702],['38.8974125_-77.0527802']
38.896185433333336_-77.05196593333334,38.896185433333336,-77.05196593333334,[286.6090494848542],['38.89629106666666_-77.05242096666666']
38.89629106666666_-77.05242096666666,38.89629106666666,-77.05242096666666,[286.6090494848542],['38.8963967_-77.052876']
38.895506999999995_-77.0477308,38.895506999999995,-77.0477308,[61.36916769631637],['38.8956385_-77.0474213']
38.89569575_-77.04828165,38.89569575,-77.04828165,[329.60669898884083],['38.896016_-77.048523']
38.895777075_-77.0494300875,38.895777075,-77.0494300875,[95.4974880955192],['38.89572885_-77.048786475']
38.89572885_-77.048786475,38.89572885,-77.048786475,[95.4974880955192],['38.895680625_-77.0481428625']
38.895680625_-77.0481428625,38.895680625,-77.0481428625,[95.4974880955192],['38.8956324_-77.04749925']
38.8956324_-77.04749925,38.8956324,-77.04749925,[95.4974880955192],['38.895584175_-77.0468556375']
38.895584175_-77.0468556375,38.895584175,-77.0468556375,[95.4974880955192],['38.89553595_-77.046212025']
38.89553595_-77.046212025,38.89553595,-77.046212025,[95.4974880955192],['38.895487725_-77.0455684125']
38.895487725_-77.0455684125,38.895487725,-77.0455684125,[95.4974880955192],['38.8954395_-77.0449248']
38.895712849999995_-77.04956535,38.895712849999995,-77.04956535,[105.86556415668986],['38.8956004_-77.049057']
38.8956004_-77.049057,38.8956004,-77.049057,[105.86556415668986],['38.89548795_-77.04854865']
38.89548795_-77.04854865,38.89548795,-77.04854865,[105.86556415668986],['38.8953755_-77.0480403']
38.90410155_-77.05645200000001,38.90410155,-77.05645200000001,"[197.6897780659833, 17.689587776338783]","['38.9037319_-77.0566035', '38.9044712_-77.0563005']"
38.9005111_-77.0563892,38.9005111,-77.0563892,[124.43834937939346],['38.9003485_-77.0560845']
38.900041975_-77.055525775,38.900041975,-77.055525775,[125.18075885310918],['38.89973545_-77.05496705']
38.89973545_-77.05496705,38.89973545,-77.05496705,[125.18075885310918],['38.899428925_-77.054408325']
38.899428925_-77.054408325,38.899428925,-77.054408325,[125.18075885310918],['38.8991224_-77.0538496']
38.9008083_-77.05682345,38.9008083,-77.05682345,[298.15492518984325],['38.9009391_-77.0571375']
38.900842600000004_-77.05508266666666,38.900842600000004,-77.05508266666666,[325.104344559099],['38.9012295_-77.05542943333333']
38.9012295_-77.05542943333333,38.9012295,-77.05542943333333,[325.104344559099],['38.9016164_-77.0557762']
38.900974725_-77.054864175,38.900974725,-77.054864175,[349.113086239739],['38.90149375_-77.05499245']
38.90149375_-77.05499245,38.90149375,-77.05499245,[349.113086239739],['38.902012775_-77.055120725']
38.902012775_-77.055120725,38.902012775,-77.055120725,[349.113086239739],['38.9025318_-77.055249']
38.9011634_-77.0561161,38.9011634,-77.0561161,[178.93629635153547],['38.90087_-77.0561091']
38.9029377_-77.05519863333333,38.9029377,-77.05519863333333,[5.515624201303638],['38.9033436_-77.05514826666668']
38.9033436_-77.05514826666668,38.9033436,-77.05514826666668,[5.515624201303638],['38.9037495_-77.0550979']
38.90254551666666_-77.05593181666667,38.90254551666666,-77.05593181666667,[271.4799558782915],['38.902559233333335_-77.05661463333334']
38.902559233333335_-77.05661463333334,38.902559233333335,-77.05661463333334,[271.4799558782915],['38.90257295_-77.05729745']
38.90257295_-77.05729745,38.90257295,-77.05729745,[271.4799558782915],['38.902586666666664_-77.05798026666666']
38.902586666666664_-77.05798026666666,38.902586666666664,-77.05798026666666,[271.4799558782915],['38.902600383333336_-77.05866308333333']
38.902600383333336_-77.05866308333333,38.902600383333336,-77.05866308333333,[271.4799558782915],['38.9026141_-77.0593459']
38.9025472_-77.0573852,38.9025472,-77.0573852,"[270.361644421571, 90.36079963924249]","['38.9025505_-77.0580578', '38.9025439_-77.0567126']"
38.90298396666667_-77.05614636666667,38.90298396666667,-77.05614636666667,[334.5627115647169],['38.90335793333333_-77.05637493333333']
38.90335793333333_-77.05637493333333,38.90335793333333,-77.05637493333333,[334.5627115647169],['38.9037319_-77.0566035']
38.9024553_-77.05571005,38.9024553,-77.05571005,[82.81183428489067],['38.9024926_-77.05533']
38.90141025_-77.05722425,38.90141025,-77.05722425,[181.2213764640883],['38.9009558_-77.0572367']
38.9024954_-77.05568975,38.9024954,-77.05568975,[90.57278821710293],['38.9024926_-77.05533']
38.9026341_-77.05689862,38.9026341,-77.05689862,[269.3992969212583],['38.9026291_-77.05751044']
38.9026291_-77.05751044,38.9026291,-77.05751044,[269.3992969212583],['38.902624100000004_-77.05812225999999']
38.902624100000004_-77.05812225999999,38.902624100000004,-77.05812225999999,[269.3992969212583],['38.9026191_-77.05873408']
38.9026191_-77.05873408,38.9026191,-77.05873408,[269.3992969212583],['38.9026141_-77.0593459']
38.9029131_-77.0564651,38.9029131,-77.0564651,[153.14199100124893],['38.9026391_-77.0562868']
38.90264595_-77.03791749999999,38.90264595,-77.03791749999999,[269.9207501048771],['38.9026453_-77.0385185']
38.9023952_-77.04206575,38.9023952,-77.04206575,[90.04022997863393],['38.902395_-77.0417018']
38.90252615_-77.04255380000001,38.90252615,-77.04255380000001,"[269.50216021054376, 89.50166823750817]","['38.9025235_-77.0429455', '38.9025288_-77.0421621']"
38.90264435_-77.0413197,38.90264435,-77.0413197,[270.00997107442623],['38.9026444_-77.0416979']
38.9025301_-77.04083725000001,38.9025301,-77.04083725000001,"[89.66429381320819, 269.66478999411555]","['38.9025319_-77.0404422', '38.9025283_-77.0412323']"
38.9023998_-77.04015075000001,38.9023998,-77.04015075000001,[89.75762299315642],['38.9024019_-77.0395118']
38.902530850000005_-77.0399778,38.902530850000005,-77.0399778,"[90.1661717232709, 270.1667550073244]","['38.9025298_-77.0395134', '38.9025319_-77.0404422']"
38.902645250000006_-77.0444926,38.902645250000006,-77.0444926,[270.2264385300058],['38.9026464_-77.0448669']
38.90264605_-77.0430948,38.90264605,-77.0430948,[269.36987378891746],['38.9026429_-77.0434627']
38.90239725_-77.0452334,38.90239725,-77.0452334,[89.76850091955566],['38.9023984_-77.0448673']
38.90241296666667_-77.05248553333334,38.90241296666667,-77.05248553333334,[89.83812278845704],['38.90241413333334_-77.05195326666667']
38.90241413333334_-77.05195326666667,38.90241413333334,-77.05195326666667,[89.83812278845704],['38.9024153_-77.051421']
38.90319045_-77.0416963,38.90319045,-77.0416963,[0.13064774058062767],['38.9037365_-77.0416947']
38.90301733333333_-77.05378533333334,38.90301733333333,-77.05378533333334,[314.60923590586674],['38.90338406666667_-77.05426306666666']
38.90338406666667_-77.05426306666666,38.90338406666667,-77.05426306666666,[314.60923590586674],['38.9037508_-77.0547408']
38.90315375_-77.0533052,38.90315375,-77.0533052,[0.21268033736066627],['38.9036569_-77.0533028']
38.902399_-77.0444983,38.902399,-77.0444983,[89.88005390861133],['38.9023996_-77.0441293']
38.90186395_-77.04346435,38.90186395,-77.04346435,[179.90403752841473],['38.9013296_-77.0434632']
38.90318995_-77.04488565,38.90318995,-77.04488565,[358.46229656972713],['38.9037335_-77.0449044']
38.903194049999996_-77.04881645,38.903194049999996,-77.04881645,[0.11861677316466057],['38.9037391_-77.048815']
38.899623250000005_-77.054592975,38.899623250000005,-77.054592975,[305.5359738171975],['38.8998991_-77.05508925000001']
38.8998991_-77.05508925000001,38.8998991,-77.05508925000001,[305.5359738171975],['38.90017495_-77.055585525']
38.90017495_-77.055585525,38.90017495,-77.055585525,[305.5359738171975],['38.9004508_-77.0560818']
38.89767365_-77.05089559999999,38.89767365,-77.05089559999999,[303.65488502073765],['38.897972_-77.0514714']
38.89677836_-77.04929747999999,38.89677836,-77.04929747999999,[304.65810264739065],['38.89708272_-77.04986316']
38.89708272_-77.04986316,38.89708272,-77.04986316,[304.65810264739065],['38.897387079999994_-77.05042884']
38.897387079999994_-77.05042884,38.897387079999994,-77.05042884,[304.65810264739065],['38.897691439999996_-77.05099452']
38.897691439999996_-77.05099452,38.897691439999996,-77.05099452,[304.65810264739065],['38.8979958_-77.0515602']
