,lat,long,headings,segment_links
38.9092216_-77.0472746,38.9092216,-77.0472746,[],"['38.9096436_-77.0477199', '38.9096436_-77.0477199']"
38.901882_-77.0501119,38.901882,-77.0501119,[],"['38.9020315_-77.0499163', '38.9014878_-77.0501141']"
38.9121485_-77.0502508,38.9121485,-77.0502508,[],['38.9124494_-77.0505689']
38.9122231_-77.0510478,38.9122231,-77.0510478,[],['38.9118746_-77.0507995']
38.9118746_-77.0507995,38.9118746,-77.0507995,[],"['38.9117335_-77.0506598', '38.9118749_-77.050532']"
38.9126067_-77.0504296,38.9126067,-77.0504296,[],"['38.9124494_-77.0505689', '38.9126095_-77.0508332']"
38.910324_-77.0439697,38.910324,-77.0439697,[],"['38.910391_-77.0437353', '38.9101148_-77.0439701']"
38.9077909_-77.0422682,38.9077909,-77.0422682,[],"['38.90824137_-77.04253188', '38.90825136666667_-77.04249463333333']"
38.9079086_-77.0448557,38.9079086,-77.0448557,[],"['38.9081325_-77.0448588', '38.907907466666664_-77.04438596666667']"
38.9090191_-77.043468,38.9090191,-77.043468,[],"['38.90862163333333_-77.04313766666667', '38.9091723_-77.0429475']"
38.9020195_-77.039446,38.9020195,-77.039446,[],"['38.90253_-77.039386', '38.9016742_-77.03944634999999']"
38.9024142_-77.0385195,38.9024142,-77.0385195,[],"['38.9025308_-77.0385188', '38.9025308_-77.0385188', '38.90187345_-77.03852075', '38.902416200000005_-77.0379542']"
38.9079086_-77.0450749,38.9079086,-77.0450749,[],"['38.9081325_-77.0448588', '38.9079086_-77.0448557', '38.9081325_-77.0448588', '38.9075784_-77.0453872']"
38.9025298_-77.0462875,38.9025298,-77.0462875,[],"['38.9025289_-77.0466508', '38.9025294_-77.0461193', '38.9025294_-77.0461193', '38.9025289_-77.0466508']"
38.9097528_-77.0442238,38.9097528,-77.0442238,[],"['38.9096505_-77.0446206', '38.909532_-77.0442206']"
38.9096505_-77.0446206,38.9096505,-77.0446206,[],"['38.9096514_-77.044864', '38.9096514_-77.044864', '38.909532_-77.0442206']"
38.9103203_-77.0428155,38.9103203,-77.0428155,[],"['38.9102192_-77.0431301', '38.91072985_-77.04243305']"
38.9089863_-77.0440654,38.9089863,-77.0440654,[],"['38.9085732_-77.0444605', '38.9090961_-77.0437997', '38.9085732_-77.0444605']"
38.9100733_-77.0446719,38.9100733,-77.0446719,[],"['38.9101462_-77.0448729', '38.9101462_-77.0448729', '38.9098103_-77.0442054']"
38.9093131_-77.0427757,38.9093131,-77.0427757,[],"['38.9094931_-77.042673', '38.9092869_-77.042391']"
38.90997_-77.0441247,38.90997,-77.0441247,[],"['38.9100733_-77.0446719', '38.9098103_-77.0442054']"
38.9096548_-77.0422719,38.9096548,-77.0422719,[],"['38.9096538_-77.0416679', '38.9097683_-77.0426624', '38.9096538_-77.0416679']"
38.9050059_-77.0574014,38.9050059,-77.0574014,[],['38.9049391_-77.0570262']
38.9051072_-77.057402,38.9051072,-77.057402,[],"['38.9050059_-77.0574014', '38.9052392_-77.0578806']"
38.9052448_-77.0573601,38.9052448,-77.0573601,[],"['38.9052392_-77.0578806', '38.9051072_-77.057402']"
38.9126074_-77.0452388,38.9126074,-77.0452388,[],"['38.912608500000005_-77.04593460000001', '38.9124162_-77.0451305']"
38.9078267_-77.042477,38.9078267,-77.042477,[],['38.9075372_-77.0423084']
38.9025298_-77.0395134,38.9025298,-77.0395134,[],"['38.90253_-77.039386', '38.9024019_-77.0395118', '38.90253_-77.039386', '38.902530850000005_-77.0399778']"
38.9047517_-77.0406833,38.9047517,-77.0406833,[],"['38.9047623_-77.0405191', '38.9042738_-77.04040705']"
38.9056478_-77.0401893,38.9056478,-77.0401893,[],"['38.9058651_-77.0405079', '38.90564675_-77.0406107']"
38.9072477_-77.0421398,38.9072477,-77.0421398,[],"['38.9072467_-77.04279389999999', '38.9068654_-77.04191365']"
38.9124162_-77.0451305,38.9124162,-77.0451305,[],"['38.91195725_-77.04486514999999', '38.9121463_-77.04500709999999']"
38.9122956_-77.044905,38.9122956,-77.044905,[],"['38.9126061_-77.0448732', '38.9126066_-77.0450674']"
38.9030713_-77.050213,38.9030713,-77.050213,[],['38.9029532_-77.0505542']
38.9013402_-77.0448829,38.9013402,-77.0448829,[],"['38.9013357_-77.04547216666667', '38.9018693_-77.04487510000001']"
38.9013267_-77.0466507,38.9013267,-77.0466507,[],"['38.901011600000004_-77.0466522', '38.901517424999994_-77.0471936', '38.90116703333333_-77.04619893333333']"
38.9002133_-77.0434674,38.9002133,-77.0434674,[],"['38.9002185_-77.0428788', '38.900008_-77.0428805', '38.90037866666666_-77.0439419', '38.899897749999994_-77.0434687']"
38.8988162_-77.0394602,38.8988162,-77.0394602,[],"['38.8983363_-77.0394601', '38.8990115_-77.040021825', '38.89928583333333_-77.03945823333333', '38.8983363_-77.0394601']"
38.9024926_-77.05533,38.9024926,-77.05533,[],['38.9024935_-77.05466533333333']
38.9030289_-77.0601375,38.9030289,-77.0601375,[],"['38.9025758_-77.0601338', '38.903575200000006_-77.060146175', '38.9025758_-77.0601338']"
38.9037495_-77.0550979,38.9037495,-77.0550979,[],"['38.9037508_-77.0547408', '38.903748750000005_-77.0555035', '38.9037508_-77.0547408']"
38.8973588_-77.0466869,38.8973588,-77.0466869,[],"['38.8973596_-77.04609673333333', '38.89691403333333_-77.04668683333333']"
38.8983539_-77.0466708,38.8983539,-77.0466708,[],"['38.898350725_-77.04721765', '38.89785635_-77.04667885']"
38.9007094_-77.0448909,38.9007094,-77.0448909,[],"['38.9010248_-77.0448869', '38.90054403333333_-77.0444164', '38.9008477_-77.0452954', '38.9008477_-77.0452954']"
38.9006951_-77.0488308,38.9006951,-77.0488308,[],"['38.90115993333333_-77.04882796666666', '38.90069725_-77.04947465000001', '38.90069545_-77.04828652500001']"
38.9126078_-77.0487941,38.9126078,-77.0487941,[],"['38.912607433333335_-77.04933926666666', '38.91218405_-77.0487759']"
38.9029532_-77.0505542,38.9029532,-77.0505542,[],"['38.9029002_-77.0506451', '38.90268955_-77.05067374999999']"
38.9029695_-77.0497107,38.9029695,-77.0497107,[],"['38.903353949999996_-77.04935165', '38.9030713_-77.050213']"
38.9025288_-77.045821,38.9025288,-77.045821,[],"['38.9025285_-77.0452706', '38.9025294_-77.0461193', '38.9026429_-77.0460434', '38.9025294_-77.0461193', '38.9025285_-77.0452706']"
38.9026453_-77.0385185,38.9026453,-77.0385185,[],"['38.9025308_-77.0385188', '38.90273035_-77.03895605', '38.9025308_-77.0385188', '38.90319100000001_-77.03851599999999']"
38.9085732_-77.0444605,38.9085732,-77.0444605,[],"['38.9081325_-77.0448588', '38.9085769_-77.0448658', '38.9089863_-77.0440654', '38.9089863_-77.0440654', '38.9085769_-77.0448658', '38.9081325_-77.0448588']"
38.897627_-77.0560402,38.897627,-77.0560402,[],"['38.8976668_-77.0563565', '38.89788625_-77.05617475']"
38.9010028_-77.0581382,38.9010028,-77.0581382,[],['38.9009793_-77.05768745']
38.9056457_-77.0410321,38.9056457,-77.0410321,[],"['38.9056846_-77.0410545', '38.905644_-77.0411992']"
38.905644_-77.0411992,38.905644,-77.0411992,[],"['38.9056438_-77.0416914', '38.90519785_-77.04094125']"
38.9019303_-77.0560876,38.9019303,-77.0560876,[],"['38.902418_-77.0560901', '38.9014568_-77.0561231', '38.902418_-77.0560901']"
38.9006958_-77.0558466,38.9006958,-77.0558466,[],['38.900418_-77.055425625']
38.8995786_-77.0529572,38.8995786,-77.0529572,[],"['38.8995777_-77.0528363', '38.8996655_-77.0533108', '38.8994043_-77.0533298', '38.8995777_-77.0528363']"
38.9007027_-77.0518355,38.9007027,-77.0518355,[],"['38.9011257_-77.0514282', '38.9007004_-77.0514291', '38.90043095_-77.05211355', '38.9007004_-77.0514291', '38.90070286666666_-77.0523272', '38.9011257_-77.0514282']"
38.8998586_-77.0379333,38.8998586,-77.0379333,[],"['38.9002232_-77.0379737', '38.9002232_-77.0379737']"
38.9111415_-77.0441747,38.9111415,-77.0441747,[],"['38.9115262_-77.04441813333334', '38.911141_-77.04380545000001']"
38.9111383_-77.0444621,38.9111383,-77.0444621,[],"['38.9111415_-77.0441747', '38.910731150000004_-77.04421590000001']"
38.8969245_-77.0394639,38.8969245,-77.0394639,[],"['38.8964164_-77.0394673', '38.8973611_-77.0394649', '38.89667085_-77.0397792', '38.8973611_-77.0394649', '38.8964164_-77.0394673']"
38.8954176_-77.0466907,38.8954176,-77.0466907,[],"['38.895588200000006_-77.0470374', '38.8952606_-77.0466916']"
38.9026501_-77.0395159,38.9026501,-77.0395159,[],"['38.9025298_-77.0395134', '38.902648166666665_-77.0399911']"
38.9024019_-77.0395118,38.9024019,-77.0395118,[],"['38.90253_-77.039386', '38.9020195_-77.039446']"
38.9124494_-77.0505689,38.9124494,-77.0505689,[],['38.9124583_-77.0506274']
38.9124583_-77.0506274,38.9124583,-77.0506274,[],"['38.9126123_-77.0512368', '38.9122231_-77.0510478']"
38.9021712_-77.0496241,38.9021712,-77.0496241,[],"['38.9023614_-77.0492457', '38.9026212_-77.0494413']"
38.9118772_-77.0416566,38.9118772,-77.0416566,[],"['38.9115621_-77.0416571', '38.9118774_-77.0413586', '38.9115621_-77.0416571', '38.9122426_-77.04165585']"
38.9103948_-77.0416585,38.9103948,-77.0416585,[],"['38.91076855_-77.0416573', '38.9100243_-77.04166319999999']"
38.8954092_-77.0394705,38.8954092,-77.0394705,[],['38.895912800000005_-77.0394689']
38.9025151_-77.0585119,38.9025151,-77.0585119,[],"['38.902490825_-77.05790645', '38.902189488888894_-77.05802865555556']"
38.8959891_-77.0434683,38.8959891,-77.0434683,[],"['38.89569875_-77.0434698', '38.8959781_-77.0439523']"
38.9119332_-77.0482548,38.9119332,-77.0482548,[],"['38.912270899999996_-77.0479091', '38.911722_-77.0485972']"
38.9037367_-77.0408604,38.9037367,-77.0408604,[],"['38.903736550000005_-77.04047775000001', '38.9037663_-77.0404956']"
38.9037344_-77.0392052,38.9037344,-77.0392052,[],"['38.9037367_-77.0385135', '38.9037959_-77.0385144']"
38.9052392_-77.0578806,38.9052392,-77.0578806,[],['38.9052411_-77.0581191']
38.9108706_-77.048873,38.9108706,-77.048873,[],['38.91035105_-77.0490887']
38.9097785_-77.0592464,38.9097785,-77.0592464,[],"['38.9093358_-77.0592327', '38.91015385_-77.0592544', '38.9093358_-77.0592327', '38.90977545_-77.0596787']"
38.9114784_-77.0487065,38.9114784,-77.0487065,[],"['38.9115149_-77.0488134', '38.9115149_-77.0488134', '38.9117058_-77.04848064999999', '38.9113067_-77.04820634999999']"
38.8973692_-77.0537972,38.8973692,-77.0537972,[],"['38.8973629_-77.0534875', '38.89736645_-77.05432465000001', '38.8973629_-77.0534875', '38.8971037_-77.053712']"
38.9008477_-77.0452954,38.9008477,-77.0452954,[],"['38.9007094_-77.0448909', '38.90100736666667_-77.04574716666667', '38.9007094_-77.0448909']"
38.8995777_-77.0528363,38.8995777,-77.0528363,[],"['38.8995786_-77.0529572', '38.8995786_-77.0529572', '38.8998494_-77.05258425', '38.8995791_-77.05213484999999']"
38.901822_-77.0590991,38.901822,-77.0590991,[],['38.90220045_-77.05910355']
38.9019615_-77.0540421,38.9019615,-77.0540421,[],"['38.9015755_-77.054036', '38.9015755_-77.054036']"
38.8987368_-77.0531361,38.8987368,-77.0531361,[],"['38.89845205_-77.05262350000001', '38.8988459_-77.053158']"
38.9020939_-77.0505234,38.9020939,-77.0505234,[],"['38.90177116666666_-77.050825', '38.9020388_-77.0503798']"
38.9095571_-77.0426558,38.9095571,-77.0426558,[],"['38.9096548_-77.0422719', '38.9097683_-77.0426624']"
38.9098103_-77.0442054,38.9098103,-77.0442054,[],"['38.9097528_-77.0442238', '38.909644566666664_-77.04372883333333']"
38.896016_-77.048523,38.896016,-77.048523,[],['38.8960168_-77.0486557']
38.9092869_-77.042391,38.9092869,-77.042391,[],"['38.9094931_-77.042673', '38.90916255_-77.04203319999999']"
38.9005348_-77.0569835,38.9005348,-77.0569835,[],"['38.9007405_-77.0568199', '38.9009391_-77.0571375']"
38.9031956_-77.0567317,38.9031956,-77.0567317,[],"['38.90298056666666_-77.05717373333333', '38.90275196666666_-77.05689173333333']"
38.8981455_-77.0563093,38.8981455,-77.0563093,[],['38.89862336_-77.05644414']
38.8976668_-77.0563565,38.8976668,-77.0563565,[],['38.8981455_-77.0563093']
38.9009391_-77.0571375,38.9009391,-77.0571375,[],"['38.9009558_-77.0572367', '38.9013887_-77.05703867999999', '38.9007405_-77.0568199', '38.9009558_-77.0572367']"
38.9035581_-77.0566275,38.9035581,-77.0566275,[],"['38.9037319_-77.0566035', '38.9031956_-77.0567317', '38.9037319_-77.0566035']"
38.9009558_-77.0572367,38.9009558,-77.0572367,[],"['38.9009391_-77.0571375', '38.9009391_-77.0571375', '38.9009793_-77.05768745']"
38.9117335_-77.0506598,38.9117335,-77.0506598,[],"['38.9114176_-77.0506606', '38.9118749_-77.050532']"
38.9024953_-77.053336,38.9024953,-77.053336,[],"['38.9024118_-77.0530178', '38.90249866_-77.05266748']"
38.8960168_-77.0486557,38.8960168,-77.0486557,[],['38.8960231_-77.04914883333333']
38.9126123_-77.0512368,38.9126123,-77.0512368,[],['38.9126404_-77.0513171']
38.897972_-77.0514714,38.897972,-77.0514714,[],"['38.8983408_-77.0514407', '38.8979958_-77.0515602', '38.8983408_-77.0514407']"
38.8954145_-77.0531413,38.8954145,-77.0531413,[],['38.895551_-77.05248736666667']
38.9037959_-77.0385144,38.9037959,-77.0385144,[],"['38.9037367_-77.0385135', '38.904280099999994_-77.03851345', '38.9037367_-77.0385135']"
38.9037959_-77.0401308,38.9037959,-77.0401308,[],"['38.9037364_-77.0400951', '38.9037963_-77.0399519']"
38.9037963_-77.0399519,38.9037963,-77.0399519,[],['38.9042793_-77.0402355']
38.905704_-77.0385074,38.905704,-77.0385074,[],"['38.9056435_-77.0385072', '38.90613435_-77.03850595', '38.9056435_-77.0385072']"
38.8963463_-77.0487889,38.8963463,-77.0487889,[],['38.8962365_-77.0485797']
38.9020315_-77.0499163,38.9020315,-77.0499163,[],['38.9020939_-77.0497251']
38.9037377_-77.0424617,38.9037377,-77.0424617,[],"['38.9037371_-77.04207819999999', '38.9037681_-77.04207840000001']"
38.9037985_-77.0416951,38.9037985,-77.0416951,[],['38.904259825_-77.041694175']
38.9056432_-77.037764,38.9056432,-77.037764,[],"['38.90564335_-77.0381356', '38.9056736_-77.0381357']"
38.8984737_-77.0535968,38.8984737,-77.0535968,[],"['38.8981619_-77.0533585', '38.8985979_-77.0531999']"
38.9097724_-77.060111,38.9097724,-77.060111,[],['38.90977545_-77.0596787']
38.9001592_-77.0523916,38.9001592,-77.0523916,[],"['38.9001211_-77.0523322', '38.8998689_-77.0526744', '38.9001211_-77.0523322']"
38.9001211_-77.0523322,38.9001211,-77.0523322,[],"['38.9001592_-77.0523916', '38.9001592_-77.0523916', '38.900411899999995_-77.05208385']"
38.9085687_-77.0493439,38.9085687,-77.0493439,[],"['38.9085711_-77.0487972', '38.9085711_-77.0487972', '38.9081286_-77.04959626666667']"
38.9056435_-77.0385072,38.9056435,-77.0385072,[],"['38.905704_-77.0385074', '38.905704_-77.0385074', '38.90564493333333_-77.03906789999999', '38.9052039_-77.03850985']"
38.9037364_-77.0400951,38.9037364,-77.0400951,[],"['38.9037362_-77.0399182', '38.9033743_-77.03990203333333']"
38.9037362_-77.0399182,38.9037362,-77.0399182,[],"['38.9037963_-77.0399519', '38.903735299999994_-77.03956170000001']"
38.9037367_-77.0385135,38.9037367,-77.0385135,[],"['38.9037959_-77.0385144', '38.9037959_-77.0385144', '38.90319100000001_-77.03851599999999']"
38.911722_-77.0485972,38.911722,-77.0485972,[],"['38.9116548_-77.0486933', '38.9117603_-77.0487577']"
38.9117603_-77.0487577,38.9117603,-77.0487577,[],"['38.91218405_-77.0487759', '38.9116548_-77.0486933']"
38.9025666_-77.0585222,38.9025666,-77.0585222,[],"['38.9025789_-77.059108', '38.9025505_-77.0580578', '38.90233263333333_-77.0580854', '38.9025505_-77.0580578', '38.9025789_-77.059108']"
38.8993389_-77.0535872,38.8993389,-77.0535872,[],['38.8993298_-77.0536344']
38.9029002_-77.0506451,38.9029002,-77.0506451,[],"['38.9027168_-77.0509825', '38.902945149999994_-77.0510302']"
38.9096423_-77.04825895,38.9096423,-77.04825895,"[269.82276463779885, 89.82208748961921]","['38.909641_-77.048798', '38.9096436_-77.0477199']"
38.9096454_-77.0471775,38.9096454,-77.0471775,"[89.75530697136395, 269.7559883278635]","['38.9096472_-77.0466351', '38.9096436_-77.0477199']"
38.908572500000005_-77.04825724999999,38.908572500000005,-77.04825724999999,"[89.80840998818314, 269.80976651425476]","['38.9085739_-77.04771729999999', '38.9085711_-77.0487972']"
38.9085739_-77.04771729999999,38.9085739,-77.04771729999999,"[89.80840998818314, 269.80976651425476]","['38.908575299999995_-77.04717735', '38.908572500000005_-77.04825724999999']"
38.908575299999995_-77.04717735,38.908575299999995,-77.04717735,"[89.80840998818314, 269.80976651425476]","['38.9085767_-77.0466374', '38.9085739_-77.04771729999999']"
38.909106050000005_-77.0487976,38.909106050000005,-77.0487976,[359.96666306120954],['38.909641_-77.048798']
38.90239685_-77.046266,38.90239685,-77.046266,[90.10479913959205],['38.9023963_-77.0458805']
38.90186205_-77.04665109999999,38.90186205,-77.04665109999999,[179.96668406879883],['38.9013267_-77.0466507']
38.905671_-77.0570396,38.905671,-77.0570396,"[358.86066653365395, 178.86065284238248]","['38.9060975_-77.0570505', '38.9052445_-77.0570287']"
38.89542913333334_-77.0444403,38.89542913333334,-77.0444403,[91.57430708949778],['38.895418766666666_-77.04395579999999']
38.895418766666666_-77.04395579999999,38.895418766666666,-77.04395579999999,[91.57430708949778],['38.8954084_-77.0434713']
38.90996406666667_-77.04995486666667,38.90996406666667,-77.04995486666667,[314.5339934074935],['38.91028703333333_-77.05037673333332']
38.91028703333333_-77.05037673333332,38.91028703333333,-77.05037673333332,[314.5339934074935],['38.91061_-77.0507986']
38.90964524_-77.05011498,38.90964524,-77.05011498,"[270.5246909969415, 90.52286330584809]","['38.909649380000005_-77.05069696', '38.9096411_-77.049533']"
38.909649380000005_-77.05069696,38.909649380000005,-77.05069696,"[270.5246909969415, 90.52286330584809]","['38.90965352_-77.05127894', '38.90964524_-77.05011498']"
38.90965352_-77.05127894,38.90965352,-77.05127894,"[270.5246909969415, 90.52286330584809]","['38.90965766_-77.05186092', '38.909649380000005_-77.05069696']"
38.90965766_-77.05186092,38.90965766,-77.05186092,"[270.5246909969415, 90.52286330584809]","['38.9096618_-77.0524429', '38.90965352_-77.05127894']"
38.903748750000005_-77.0555035,38.903748750000005,-77.0555035,"[89.8636030802628, 269.8641125251764]","['38.9037495_-77.0550979', '38.903748_-77.0559091']"
38.90604_-77.04000705,38.90604,-77.04000705,"[65.83119374072032, 245.83245197106885]","['38.906214899999995_-77.0395062', '38.9058651_-77.0405079']"
38.906214899999995_-77.0395062,38.906214899999995,-77.0395062,"[65.83119374072032, 245.83245197106885]","['38.9063898_-77.03900535', '38.90604_-77.04000705']"
38.9063898_-77.03900535,38.9063898,-77.03900535,"[65.83119374072032, 245.83245197106885]","['38.9065647_-77.0385045', '38.906214899999995_-77.0395062']"
38.909495500000006_-77.05208055,38.909495500000006,-77.05208055,"[300.5324466646328, 120.53199148624219]","['38.9096618_-77.0524429', '38.9093292_-77.0517182']"
38.909592775_-77.053022325,38.909592775,-77.053022325,"[261.2967882046815, 81.29533247486336]","['38.909523750000005_-77.05360175', '38.9096618_-77.0524429']"
38.909523750000005_-77.05360175,38.909523750000005,-77.05360175,"[261.2967882046815, 81.29533247486336]","['38.909454725_-77.054181175', '38.909592775_-77.053022325']"
38.909454725_-77.054181175,38.909454725,-77.054181175,"[261.2967882046815, 81.29533247486336]","['38.9093857_-77.0547606', '38.909523750000005_-77.05360175']"
38.899168625_-77.053875325,38.899168625,-77.053875325,[151.73466468835306],['38.89875265_-77.05358795000001']
38.89875265_-77.05358795000001,38.89875265,-77.05358795000001,[151.73466468835306],['38.898336674999996_-77.053300575']
38.898336674999996_-77.053300575,38.898336674999996,-77.053300575,[151.73466468835306],['38.8979207_-77.0530132']
38.90566405_-77.05812065,38.90566405,-77.05812065,"[359.8366037080042, 179.83660176108015]","['38.906087_-77.0581222', '38.9052411_-77.0581191']"
38.904702979999996_-77.05810684,38.904702979999996,-77.05810684,"[178.98424685380712, 358.9842853511855]","['38.904164859999995_-77.05809458', '38.9052411_-77.0581191']"
38.904164859999995_-77.05809458,38.904164859999995,-77.05809458,"[178.98424685380712, 358.9842853511855]","['38.90362674_-77.05808232', '38.904702979999996_-77.05810684']"
38.90362674_-77.05808232,38.90362674,-77.05808232,"[178.98424685380712, 358.9842853511855]","['38.90308862_-77.05807006', '38.904164859999995_-77.05809458']"
38.90308862_-77.05807006,38.90308862,-77.05807006,"[178.98424685380712, 358.9842853511855]","['38.9025505_-77.0580578', '38.90362674_-77.05808232']"
38.905233499999994_-77.05864145,38.905233499999994,-77.05864145,"[268.92920162832183, 88.92854552087823]","['38.9052259_-77.0591638', '38.9052411_-77.0581191']"
38.9051235_-77.05776025,38.9051235,-77.05776025,[112.83692148272655],['38.9050059_-77.0574014']
38.90264893333333_-77.05196736666667,38.90264893333333,-77.05196736666667,[269.97826417390127],['38.902648766666665_-77.05251873333333']
38.902648766666665_-77.05251873333333,38.902648766666665,-77.05251873333333,[269.97826417390127],['38.9026486_-77.0530701']
38.90979845_-77.05476555,38.90979845,-77.05476555,"[179.46532973125204, 359.46533594940206]","['38.9093857_-77.0547606', '38.9102112_-77.0547705']"
38.9097895_-77.0553883,38.9097895,-77.0553883,"[203.15622217381318, 23.155935636492416]","['38.9093745_-77.0556164', '38.9102045_-77.0551602']"
38.90198543333334_-77.0514234,38.90198543333334,-77.0514234,"[180.2489463667195, 0.24894184521298257]","['38.901555566666666_-77.0514258', '38.9024153_-77.051421']"
38.901555566666666_-77.0514258,38.901555566666666,-77.0514258,"[180.2489463667195, 0.24894184521298257]","['38.9011257_-77.0514282', '38.90198543333334_-77.0514234']"
38.90209175_-77.0492737,38.90209175,-77.0492737,[90.35038086443416],['38.9020896_-77.0488223']
38.89602295_-77.0472796,38.89602295,-77.0472796,[269.8079162149418],['38.8960214_-77.0478725']
38.895721050000006_-77.0466887,38.895721050000006,-77.0466887,[180.29390366922362],['38.8954176_-77.0466907']
38.8991713_-77.04666293333334,38.8991713,-77.04666293333334,[180.42913703846935],['38.8987626_-77.04666686666667']
38.8987626_-77.04666686666667,38.8987626,-77.04666686666667,[180.42913703846935],['38.8983539_-77.0466708']
38.899581233333336_-77.04607086666667,38.899581233333336,-77.04607086666667,"[89.84505984623968, 269.84616781420846]","['38.899582466666665_-77.04548273333334', '38.89958_-77.046659']"
38.899582466666665_-77.04548273333334,38.899582466666665,-77.04548273333334,"[89.84505984623968, 269.84616781420846]","['38.8995837_-77.0448946', '38.899581233333336_-77.04607086666667']"
38.899579925_-77.047204925,38.899579925,-77.047204925,"[269.99057140017953, 89.9892001297269]","['38.899579849999995_-77.04775085', '38.89958_-77.046659']"
38.899579849999995_-77.04775085,38.899579849999995,-77.04775085,"[269.99057140017953, 89.9892001297269]","['38.899579775_-77.048296775', '38.899579925_-77.047204925']"
38.899579775_-77.048296775,38.899579775,-77.048296775,"[269.99057140017953, 89.9892001297269]","['38.8995797_-77.0488427', '38.899579849999995_-77.04775085']"
38.9007721_-77.04597455,38.9007721,-77.04597455,[81.85942582562166],['38.9008477_-77.0452954']
38.90069615_-77.04719797499999,38.90069615,-77.04719797499999,"[269.953339994364, 89.95197283544076]","['38.9006958_-77.04774225', '38.9006965_-77.0466537']"
38.9006958_-77.04774225,38.9006958,-77.04774225,"[269.953339994364, 89.95197283544076]","['38.90069545_-77.04828652500001', '38.90069615_-77.04719797499999']"
38.90069545_-77.04828652500001,38.90069545,-77.04828652500001,"[269.953339994364, 89.95197283544076]","['38.9006951_-77.0488308', '38.9006958_-77.04774225']"
38.90032433333334_-77.04665546666666,38.90032433333334,-77.04665546666666,[180.2116682282789],['38.899952166666665_-77.04665723333333']
38.899952166666665_-77.04665723333333,38.899952166666665,-77.04665723333333,[180.2116682282789],['38.89958_-77.046659']
38.902533489999996_-77.04732342999999,38.902533489999996,-77.04732342999999,[270.50451045991906],['38.90253808_-77.04799606']
38.90253808_-77.04799606,38.90253808,-77.04799606,[270.50451045991906],['38.90254267_-77.04866869']
38.90254267_-77.04866869,38.90254267,-77.04866869,[270.50451045991906],['38.90254726_-77.04934132']
38.90254726_-77.04934132,38.90254726,-77.04934132,[270.50451045991906],['38.902551849999995_-77.05001395']
38.902551849999995_-77.05001395,38.902551849999995,-77.05001395,[270.50451045991906],['38.90255644_-77.05068658']
38.90255644_-77.05068658,38.90255644,-77.05068658,[270.50451045991906],['38.90256103_-77.05135921']
38.90256103_-77.05135921,38.90256103,-77.05135921,[270.50451045991906],['38.90256562_-77.05203184']
38.90256562_-77.05203184,38.90256562,-77.05203184,[270.50451045991906],['38.90257020999999_-77.05270447000001']
38.90257020999999_-77.05270447000001,38.90257020999999,-77.05270447000001,[270.50451045991906],['38.9025748_-77.0533771']
38.90319065_-77.04665125,38.90319065,-77.04665125,[179.90568086595022],['38.902647_-77.0466501']
38.903734033333336_-77.04606973333333,38.903734033333336,-77.04606973333333,[90.03314714138452],['38.90373376666667_-77.04548706666667']
38.90373376666667_-77.04548706666667,38.90373376666667,-77.04548706666667,[90.03314714138452],['38.9037335_-77.0449044']
38.905455149999995_-77.0470873,38.905455149999995,-77.0470873,[244.0619623647678],['38.9052866_-77.0475326']
38.90515135_-77.04664460000001,38.90515135,-77.04664460000001,[180.2454267346071],['38.904679_-77.0466472']
38.904679_-77.0466472,38.904679,-77.0466472,[180.2454267346071],['38.904206650000006_-77.0466498']
38.904206650000006_-77.0466498,38.904206650000006,-77.0466498,[180.2454267346071],['38.9037343_-77.0466524']
38.90592435_-77.04664135,38.90592435,-77.04664135,[180.09639517158845],['38.9056237_-77.046642']
38.90656606666666_-77.04632696666667,38.90656606666666,-77.04632696666667,"[35.59502848475313, 215.59561960981821]","['38.906907133333334_-77.04601323333333', '38.906225_-77.0466407']"
38.906907133333334_-77.04601323333333,38.906907133333334,-77.04601323333333,"[35.59502848475313, 215.59561960981821]","['38.9072482_-77.0456995', '38.90656606666666_-77.04632696666667']"
38.90673425_-77.0466412,38.90673425,-77.0466412,[179.9562237312458],['38.906225_-77.0466407']
38.9072443_-77.04718212499999,38.9072443,-77.04718212499999,[270.10967361449207],['38.9072451_-77.04772255']
38.9072451_-77.04772255,38.9072451,-77.04772255,[270.10967361449207],['38.9072459_-77.048262975']
38.9072459_-77.048262975,38.9072459,-77.048262975,[270.10967361449207],['38.9072467_-77.0488034']
38.907575699999995_-77.04664,38.907575699999995,-77.04664,[180.22816058797767],['38.9072435_-77.0466417']
38.9085773_-77.04619735,38.9085773,-77.04619735,"[89.89932942448661, 269.899882197187]","['38.9085779_-77.0457573', '38.9085767_-77.0466374']"
38.9082423_-77.04663785,38.9082423,-77.04663785,[180.05999784522007],['38.9079079_-77.0466383']
38.9096488_-77.046198,38.9096488,-77.046198,"[89.7301984320519, 269.7307475119939]","['38.9096504_-77.0457609', '38.9096472_-77.0466351']"
38.909111949999996_-77.04663625,38.909111949999996,-77.04663625,[180.0957913363079],['38.9085767_-77.0466374']
38.9109457_-77.04716815,38.9109457,-77.04716815,"[294.33029850815745, 114.32962259720273]","['38.911135_-77.0477062', '38.9107564_-77.0466301']"
38.910553_-77.04604436666666,38.910553,-77.04604436666666,"[114.04931693219203, 294.05042063829535]","['38.910349599999996_-77.04545863333334', '38.9107564_-77.0466301']"
